Entity,Code,Year,CO2 mitigation curves to meet a 1.5C target
Start in 2006,,2055,2202357000
Start in 2006,,2056,2032671000
Start in 2006,,2057,1875494000
Start in 2006,,2058,1729968000
Start in 2006,,2059,1595284000
Start in 2006,,2060,1470686000
Start in 2006,,2061,1355463000
Start in 2006,,2062,1248948000
Start in 2006,,2063,1150519900
Start in 2006,,2064,1059594050
Start in 2006,,2065,975628000
Start in 2006,,2066,898114050
Start in 2006,,2067,826577000
Start in 2006,,2068,760577000
Start in 2006,,2069,699702000
Start in 2006,,2070,643571000
Start in 2006,,2071,591826940
Start in 2006,,2072,544139970
Start in 2006,,2073,500203000
Start in 2006,,2074,459732000
Start in 2006,,2075,422461000
Start in 2006,,2076,388146020
Start in 2006,,2077,356559000
Start in 2006,,2078,327489000
Start in 2006,,2079,300742000
Start in 2006,,2080,276137000
Start in 2006,,2081,253506990
Start in 2006,,2082,232697000
Start in 2006,,2083,213565010
Start in 2006,,2084,195978990
Start in 2006,,2085,179817010
Start in 2006,,2086,164965010
Start in 2006,,2087,151320000
Start in 2006,,2088,138786000
Start in 2006,,2089,127275010
Start in 2006,,2090,116704000
Start in 2006,,2091,106998000
Start in 2006,,2092,98088000
Start in 2006,,2093,89910000
Start in 2006,,2094,82405000
Start in 2006,,2095,75517000
Start in 2006,,2096,69198000
Start in 2006,,2097,63401000
Start in 2006,,2098,58084000
Start in 2006,,2099,53207000
Start in 2006,,2100,48735000
Start in 2007,,2007,35809665000
Start in 2007,,2008,36516774000
Start in 2007,,2009,36768470000
Start in 2007,,2010,36644690000
Start in 2007,,2011,36214340000
Start in 2007,,2012,35536605000
Start in 2007,,2013,34662232000
Start in 2007,,2014,33634564000
Start in 2007,,2015,32490490000
Start in 2007,,2016,31261295000
Start in 2007,,2017,29973380000
Start in 2007,,2018,28648899000
Start in 2007,,2019,27306344000
Start in 2007,,2020,25961032000
Start in 2007,,2021,24625529000
Start in 2007,,2022,23310057000
Start in 2007,,2023,22022806000
Start in 2007,,2024,20770234000
Start in 2007,,2025,19557330000
Start in 2007,,2026,18387816000
Start in 2007,,2027,17264361000
Start in 2007,,2028,16188732000
Start in 2007,,2029,15161953000
Start in 2007,,2030,14184420000
Start in 2007,,2031,13256021000
Start in 2007,,2032,12376218000
Start in 2007,,2033,11544137000
Start in 2007,,2034,10758632000
Start in 2007,,2035,10018349000
Start in 2007,,2036,9321767000
Start in 2007,,2037,8667251000
Start in 2007,,2038,8053082600
Start in 2007,,2039,7477491700
Start in 2007,,2040,6938681300
Start in 2007,,2041,6434849000
Start in 2007,,2042,5964202000
Start in 2007,,2043,5524977000
Start in 2007,,2044,5115441700
Start in 2007,,2045,4733915600
Start in 2007,,2046,4378766000
Start in 2007,,2047,4048419000
Start in 2007,,2048,3741364000
Start in 2007,,2049,3456152000
Start in 2007,,2050,3191401000
Start in 2007,,2051,2945793000
Start in 2007,,2052,2718078000
Start in 2007,,2053,2507070000
Start in 2007,,2054,2311646000
Start in 2007,,2055,2130748900
Start in 2007,,2056,1963380000
Start in 2007,,2057,1808598000
Start in 2007,,2058,1665521900
Start in 2007,,2059,1533323000
Start in 2007,,2060,1411223000
Start in 2007,,2061,1298496000
Start in 2007,,2062,1194462000
Start in 2007,,2063,1098485000
Start in 2007,,2064,1009973060
Start in 2007,,2065,928373000
Start in 2007,,2066,853168000
Start in 2007,,2067,783881000
Start in 2007,,2068,720065000
Start in 2007,,2069,661304000
Start in 2007,,2070,607215000
Start in 2007,,2071,557438000
Start in 2007,,2072,511643000
Start in 2007,,2073,469522000
Start in 2007,,2074,430790000
Start in 2007,,2075,395182000
Start in 2007,,2076,362455000
Start in 2007,,2077,332381020
Start in 2007,,2078,304753000
Start in 2007,,2079,279377020
Start in 2007,,2080,256073000
Start in 2007,,2081,234677010
Start in 2007,,2082,215037010
Start in 2007,,2083,197012000
Start in 2007,,2084,180472000
Start in 2007,,2085,165298000
Start in 2007,,2086,151380000
Start in 2007,,2087,138614000
Start in 2007,,2088,126909000
Start in 2007,,2089,116178000
Start in 2007,,2090,106341000
Start in 2007,,2091,97325000
Start in 2007,,2092,89063000
Start in 2007,,2093,81492000
Start in 2007,,2094,74557000
Start in 2007,,2095,68205000
Start in 2007,,2096,62387000
Start in 2007,,2097,57059000
Start in 2007,,2098,52181000
Start in 2007,,2099,47714000
Start in 2007,,2100,43626000
Start in 2008,,2008,36752056000
Start in 2008,,2009,37302980000
Start in 2008,,2010,37384400000
Start in 2008,,2011,37083894000
Start in 2008,,2012,36476300000
Start in 2008,,2013,35625400000
Start in 2008,,2014,34585320000
Start in 2008,,2015,33401883000
Start in 2008,,2016,32113682000
Start in 2008,,2017,30753063000
Start in 2008,,2018,29347006000
Start in 2008,,2019,27917853000
Start in 2008,,2020,26483964000
Start in 2008,,2021,25060290000
Start in 2008,,2022,23658875000
Start in 2008,,2023,22289267000
Start in 2008,,2024,20958908000
Start in 2008,,2025,19673459000
Start in 2008,,2026,18437067000
Start in 2008,,2027,17252624000
Start in 2008,,2028,16121968000
Start in 2008,,2029,15046056000
Start in 2008,,2030,14025137000
Start in 2008,,2031,13058869000
Start in 2008,,2032,12146438000
Start in 2008,,2033,11286661000
Start in 2008,,2034,10478053000
Start in 2008,,2035,9718913000
Start in 2008,,2036,9007373000
Start in 2008,,2037,8341448700
Start in 2008,,2038,7719086000
Start in 2008,,2039,7138185000
Start in 2008,,2040,6596638000
Start in 2008,,2041,6092347400
Start in 2008,,2042,5623245000
Start in 2008,,2043,5187306000
Start in 2008,,2044,4782564400
Start in 2008,,2045,4407114000
Start in 2008,,2046,4059124000
Start in 2008,,2047,3736838100
Start in 2008,,2048,3438575900
Start in 2008,,2049,3162742000
Start in 2008,,2050,2907818000
Start in 2008,,2051,2672368000
Start in 2008,,2052,2455035000
Start in 2008,,2053,2254539000
Start in 2008,,2054,2069677000
Start in 2008,,2055,1899320000
Start in 2008,,2056,1742406000
Start in 2008,,2057,1597945000
Start in 2008,,2058,1465008000
Start in 2008,,2059,1342730000
Start in 2008,,2060,1230303100
Start in 2008,,2061,1126975100
Start in 2008,,2062,1032047040
Start in 2008,,2063,944869000
Start in 2008,,2064,864836000
Start in 2008,,2065,791387970
Start in 2008,,2066,724006000
Start in 2008,,2067,662208000
Start in 2008,,2068,605550000
Start in 2008,,2069,553620000
Start in 2008,,2070,506035970
Start in 2008,,2071,462448000
Start in 2008,,2072,422530000
Start in 2008,,2073,385982980
Start in 2008,,2074,352530980
Start in 2008,,2075,321919000
Start in 2008,,2076,293913000
Start in 2008,,2077,268296000
Start in 2008,,2078,244871000
Start in 2008,,2079,223454990
Start in 2008,,2080,203878000
Start in 2008,,2081,185988000
Start in 2008,,2082,169642000
Start in 2008,,2083,154709000
Start in 2008,,2084,141070000
Start in 2008,,2085,128615010
Start in 2008,,2086,117244000
Start in 2008,,2087,106863000
Start in 2008,,2088,97389000
Start in 2008,,2089,88743000
Start in 2008,,2090,80855000
Start in 2008,,2091,73658000
Start in 2008,,2092,67094000
Start in 2008,,2093,61108000
Start in 2008,,2094,55649000
Start in 2008,,2095,50672000
Start in 2008,,2096,46136000
Start in 2008,,2097,42000000
Start in 2008,,2098,38232000
Start in 2008,,2099,34798000
Start in 2008,,2100,31668998
Start in 2009,,2009,37043835000
Start in 2009,,2010,37461877000
Start in 2009,,2011,37403910000
Start in 2009,,2012,36963246000
Start in 2009,,2013,36219044000
Start in 2009,,2014,35238253000
Start in 2009,,2015,34077274000
Start in 2009,,2016,32783428000
Start in 2009,,2017,31396215000
Start in 2009,,2018,29948428000
Start in 2009,,2019,28467114000
Start in 2009,,2020,26974400000
Start in 2009,,2021,25488234000
Start in 2009,,2022,24022997000
Start in 2009,,2023,22590040000
Start in 2009,,2024,21198178000
Start in 2009,,2025,19854068000
Start in 2009,,2026,18562564000
Start in 2009,,2027,17327032000
Start in 2009,,2028,16149584000
Start in 2009,,2029,15031313000
Start in 2009,,2030,13972473000
Start in 2009,,2031,12972645000
Start in 2009,,2032,12030871000
Start in 2009,,2033,11145761000
Start in 2009,,2034,10315609000
Start in 2009,,2035,9538455000
Start in 2009,,2036,8812165000
Start in 2009,,2037,8134484500
Start in 2009,,2038,7503085000
Start in 2009,,2039,6915607000
Start in 2009,,2040,6369684000
Start in 2009,,2041,5862975000
Start in 2009,,2042,5393181700
Start in 2009,,2043,4958063000
Start in 2009,,2044,4555450000
Start in 2009,,2045,4183255300
Start in 2009,,2046,3839473000
Start in 2009,,2047,3522194000
Start in 2009,,2048,3229599000
Start in 2009,,2049,2959961900
Start in 2009,,2050,2711654000
Start in 2009,,2051,2483136000
Start in 2009,,2052,2272962000
Start in 2009,,2053,2079772900
Start in 2009,,2054,1902297000
Start in 2009,,2055,1739344000
Start in 2009,,2056,1589802000
Start in 2009,,2057,1452634000
Start in 2009,,2058,1326876000
Start in 2009,,2059,1211630000
Start in 2009,,2060,1106064000
Start in 2009,,2061,1009403970
Start in 2009,,2062,920935000
Start in 2009,,2063,839992000
Start in 2009,,2064,765963970
Start in 2009,,2065,698283000
Start in 2009,,2066,636427000
Start in 2009,,2067,579912000
Start in 2009,,2068,528294000
Start in 2009,,2069,481162020
Start in 2009,,2070,438141000
Start in 2009,,2071,398882020
Start in 2009,,2072,363066000
Start in 2009,,2073,330401000
Start in 2009,,2074,300616000
Start in 2009,,2075,273465000
Start in 2009,,2076,248720000
Start in 2009,,2077,226174000
Start in 2009,,2078,205636000
Start in 2009,,2079,186932000
Start in 2009,,2080,169901000
Start in 2009,,2081,154396000
Start in 2009,,2082,140285010
Start in 2009,,2083,127444000
Start in 2009,,2084,115761000
Start in 2009,,2085,105133000
Start in 2009,,2086,95468000
Start in 2009,,2087,86679000
Start in 2009,,2088,78689000
Start in 2009,,2089,71426000
Start in 2009,,2090,64825000
Start in 2009,,2091,58826000
Start in 2009,,2092,53376000
Start in 2009,,2093,48425000
Start in 2009,,2094,43928000
Start in 2009,,2095,39844000
Start in 2009,,2096,36135000
Start in 2009,,2097,32768998
Start in 2009,,2098,29712000
Start in 2009,,2099,26938000
Start in 2009,,2100,24420000
Start in 2010,,2010,38224527000
Start in 2010,,2011,38634766000
Start in 2010,,2012,38485553000
Start in 2010,,2013,37895750000
Start in 2010,,2014,36964750000
Start in 2010,,2015,35775336000
Start in 2010,,2016,34396150000
Start in 2010,,2017,32883800000
Start in 2010,,2018,31284677000
Start in 2010,,2019,29636536000
Start in 2010,,2020,27969840000
Start in 2010,,2021,26308899000
Start in 2010,,2022,24672870000
Start in 2010,,2023,23076604000
Start in 2010,,2024,21531347000
Start in 2010,,2025,20045375000
Start in 2010,,2026,18624504000
Start in 2010,,2027,17272530000
Start in 2010,,2028,15991623000
Start in 2010,,2029,14782614000
Start in 2010,,2030,13645285000
Start in 2010,,2031,12578588000
Start in 2010,,2032,11580822000
Start in 2010,,2033,10649800000
Start in 2010,,2034,9782973000
Start in 2010,,2035,8977541000
Start in 2010,,2036,8230533600
Start in 2010,,2037,7538888700
Start in 2010,,2038,6899504000
Start in 2010,,2039,6309284400
Start in 2010,,2040,5765182000
Start in 2010,,2041,5264221000
Start in 2010,,2042,4803517000
Start in 2010,,2043,4380297000
Start in 2010,,2044,3991909000
Start in 2010,,2045,3635828000
Start in 2010,,2046,3309660000
Start in 2010,,2047,3011147000
Start in 2010,,2048,2738164000
Start in 2010,,2049,2488717000
Start in 2010,,2050,2260940000
Start in 2010,,2051,2053093000
Start in 2010,,2052,1863555000
Start in 2010,,2053,1690820000
Start in 2010,,2054,1533489000
Start in 2010,,2055,1390270000
Start in 2010,,2056,1259967000
Start in 2010,,2057,1141475000
Start in 2010,,2058,1033775000
Start in 2010,,2059,935931970
Start in 2010,,2060,847082050
Start in 2010,,2061,766433000
Start in 2010,,2062,693259000
Start in 2010,,2063,626891970
Start in 2010,,2064,566724030
Start in 2010,,2065,512194000
Start in 2010,,2066,462791000
Start in 2010,,2067,418050000
Start in 2010,,2068,377541980
Start in 2010,,2069,340880000
Start in 2010,,2070,307708000
Start in 2010,,2071,277702980
Start in 2010,,2072,250570000
Start in 2010,,2073,226040000
Start in 2010,,2074,203870990
Start in 2010,,2075,183840000
Start in 2010,,2076,165746000
Start in 2010,,2077,149404000
Start in 2010,,2078,134650000
Start in 2010,,2079,121331000
Start in 2010,,2080,109311000
Start in 2010,,2081,98465000
Start in 2010,,2082,88681000
Start in 2010,,2083,79856000
Start in 2010,,2084,71898000
Start in 2010,,2085,64724000
Start in 2010,,2086,58257000
Start in 2010,,2087,52428000
Start in 2010,,2088,47176000
Start in 2010,,2089,42444000
Start in 2010,,2090,38182000
Start in 2010,,2091,34343000
Start in 2010,,2092,30887000
Start in 2010,,2093,27774000
Start in 2010,,2094,24973000
Start in 2010,,2095,22451000
Start in 2010,,2096,20181000
Start in 2010,,2097,18139000
Start in 2010,,2098,16302001
Start in 2010,,2099,14649000
Start in 2010,,2100,13162000
Start in 2011,,2011,39188830000
Start in 2011,,2012,39577650000
Start in 2011,,2013,39317496000
Start in 2011,,2014,38557500000
Start in 2011,,2015,37420460000
Start in 2011,,2016,36007006000
Start in 2011,,2017,34399160000
Start in 2011,,2018,32663296000
Start in 2011,,2019,30852750000
Start in 2011,,2020,29009960000
Start in 2011,,2021,27168313000
Start in 2011,,2022,25353697000
Start in 2011,,2023,23585812000
Start in 2011,,2024,21879284000
Start in 2011,,2025,20244589000
Start in 2011,,2026,18688834000
Start in 2011,,2027,17216414000
Start in 2011,,2028,15829557000
Start in 2011,,2029,14528777000
Start in 2011,,2030,13313248000
Start in 2011,,2031,12181124000
Start in 2011,,2032,11129782000
Start in 2011,,2033,10156047000
Start in 2011,,2034,9256349000
Start in 2011,,2035,8426868000
Start in 2011,,2036,7663644700
Start in 2011,,2037,6962666000
Start in 2011,,2038,6319933000
Start in 2011,,2039,5731518000
Start in 2011,,2040,5193600000
Start in 2011,,2041,4702501000
Start in 2011,,2042,4254700300
Start in 2011,,2043,3846849800
Start in 2011,,2044,3475789000
Start in 2011,,2045,3138539000
Start in 2011,,2046,2832312000
Start in 2011,,2047,2554503000
Start in 2011,,2048,2302686000
Start in 2011,,2049,2074611800
Start in 2011,,2050,1868198000
Start in 2011,,2051,1681520000
Start in 2011,,2052,1512805000
Start in 2011,,2053,1360422900
Start in 2011,,2054,1222877000
Start in 2011,,2055,1098795000
Start in 2011,,2056,986921000
Start in 2011,,2057,886107000
Start in 2011,,2058,795307000
Start in 2011,,2059,713563970
Start in 2011,,2060,640010000
Start in 2011,,2061,573854000
Start in 2011,,2062,514377000
Start in 2011,,2063,460925980
Start in 2011,,2064,412910000
Start in 2011,,2065,369793000
Start in 2011,,2066,331089000
Start in 2011,,2067,296357980
Start in 2011,,2068,265202990
Start in 2011,,2069,237265010
Start in 2011,,2070,212220000
Start in 2011,,2071,189775000
Start in 2011,,2072,169665000
Start in 2011,,2073,151654000
Start in 2011,,2074,135526000
Start in 2011,,2075,121088000
Start in 2011,,2076,108167000
Start in 2011,,2077,96606000
Start in 2011,,2078,86264000
Start in 2011,,2079,77015000
Start in 2011,,2080,68746000
Start in 2011,,2081,61354000
Start in 2011,,2082,54747000
Start in 2011,,2083,48844000
Start in 2011,,2084,43570000
Start in 2011,,2085,38860000
Start in 2011,,2086,34653000
Start in 2011,,2087,30897000
Start in 2011,,2088,27545000
Start in 2011,,2089,24552000
Start in 2011,,2090,21882000
Start in 2011,,2091,19499000
Start in 2011,,2092,17374000
Start in 2011,,2093,15478000
Start in 2011,,2094,13787000
Start in 2011,,2095,12280000
Start in 2011,,2096,10936000
Start in 2011,,2097,9738000
Start in 2011,,2098,8670000
Start in 2011,,2099,7718000
Start in 2011,,2100,6870000
Start in 2012,,2012,40171970000
Start in 2012,,2013,40615890000
Start in 2012,,2014,40268170000
Start in 2012,,2015,39326786000
Start in 2012,,2016,37951664000
Start in 2012,,2017,36271227000
Start in 2012,,2018,34387857000
Start in 2012,,2019,32382523000
Start in 2012,,2020,30318586000
Start in 2012,,2021,28245025000
Start in 2012,,2022,26199093000
Start in 2012,,2023,24208530000
Start in 2012,,2024,22293418000
Start in 2012,,2025,20467696000
Start in 2012,,2026,18740410000
Start in 2012,,2027,17116755000
Start in 2012,,2028,15598923000
Start in 2012,,2029,14186788000
Start in 2012,,2030,12878478000
Start in 2012,,2031,11670825000
Start in 2012,,2032,10559737000
Start in 2012,,2033,9540486000
Start in 2012,,2034,8607949000
Start in 2012,,2035,7756782000
Start in 2012,,2036,6981569500
Start in 2012,,2037,6276935000
Start in 2012,,2038,5637612000
Start in 2012,,2039,5058516000
Start in 2012,,2040,4534782000
Start in 2012,,2041,4061792800
Start in 2012,,2042,3635199000
Start in 2012,,2043,3250923000
Start in 2012,,2044,2905165000
Start in 2012,,2045,2594400000
Start in 2012,,2046,2315368000
Start in 2012,,2047,2065067000
Start in 2012,,2048,1840738000
Start in 2012,,2049,1639856000
Start in 2012,,2050,1460113000
Start in 2012,,2051,1299404900
Start in 2012,,2052,1155819000
Start in 2012,,2053,1027618050
Start in 2012,,2054,913226000
Start in 2012,,2055,811218050
Start in 2012,,2056,720306000
Start in 2012,,2057,639329000
Start in 2012,,2058,567239000
Start in 2012,,2059,503092000
Start in 2012,,2060,446042020
Start in 2012,,2061,395327000
Start in 2012,,2062,350263000
Start in 2012,,2063,310237000
Start in 2012,,2064,274702000
Start in 2012,,2065,243165010
Start in 2012,,2066,215186990
Start in 2012,,2067,190375000
Start in 2012,,2068,168378990
Start in 2012,,2069,148886990
Start in 2012,,2070,131616990
Start in 2012,,2071,116323000
Start in 2012,,2072,102782000
Start in 2012,,2073,90796000
Start in 2012,,2074,80190000
Start in 2012,,2075,70808000
Start in 2012,,2076,62510000
Start in 2012,,2077,55174000
Start in 2012,,2078,48689000
Start in 2012,,2079,42958000
Start in 2012,,2080,37895000
Start in 2012,,2081,33422000
Start in 2012,,2082,29472000
Start in 2012,,2083,25984000
Start in 2012,,2084,22905000
Start in 2012,,2085,20188000
Start in 2012,,2086,17790000
Start in 2012,,2087,15675001
Start in 2012,,2088,13809000
Start in 2012,,2089,12163000
Start in 2012,,2090,10712000
Start in 2012,,2091,9433000
Start in 2012,,2092,8305000
Start in 2012,,2093,7311000
Start in 2012,,2094,6436000
Start in 2012,,2095,5664000
Start in 2012,,2096,4984000
Start in 2012,,2097,4386000
Start in 2012,,2098,3858000
Start in 2012,,2099,3394000
Start in 2012,,2100,2985000
Start in 2013,,2013,40523657000
Start in 2013,,2014,40873083000
Start in 2013,,2015,40353104000
Start in 2013,,2016,39197184000
Start in 2013,,2017,37590905000
Start in 2013,,2018,35680694000
Start in 2013,,2019,33581142000
Start in 2013,,2020,31380980000
Start in 2013,,2021,29148035000
Start in 2013,,2022,26933330000
Start in 2013,,2023,24774412000
Start in 2013,,2024,22698115000
Start in 2013,,2025,20722794000
Start in 2013,,2026,18860157000
Start in 2013,,2027,17116756000
Start in 2013,,2028,15495184000
Start in 2013,,2029,13995039000
Start in 2013,,2030,12613712000
Start in 2013,,2031,11346996000
Start in 2013,,2032,10189579000
Start in 2013,,2033,9135433000
Start in 2013,,2034,8178107400
Start in 2013,,2035,7310965000
Start in 2013,,2036,6527356000
Start in 2013,,2037,5820745700
Start in 2013,,2038,5184814000
Start in 2013,,2039,4613513000
Start in 2013,,2040,4101121800
Start in 2013,,2041,3642266000
Start in 2013,,2042,3231929000
Start in 2013,,2043,2865464000
Start in 2013,,2044,2538577200
Start in 2013,,2045,2247327000
Start in 2013,,2046,1988105100
Start in 2013,,2047,1757619100
Start in 2013,,2048,1552876900
Start in 2013,,2049,1371163900
Start in 2013,,2050,1210024000
Start in 2013,,2051,1067240000
Start in 2013,,2052,940816000
Start in 2013,,2053,828956000
Start in 2013,,2054,730049000
Start in 2013,,2055,642650000
Start in 2013,,2056,565468000
Start in 2013,,2057,497347000
Start in 2013,,2058,437256000
Start in 2013,,2059,384277000
Start in 2013,,2060,337592000
Start in 2013,,2061,296472000
Start in 2013,,2062,260272000
Start in 2013,,2063,228414990
Start in 2013,,2064,200394000
Start in 2013,,2065,175754990
Start in 2013,,2066,154100000
Start in 2013,,2067,135075000
Start in 2013,,2068,118365000
Start in 2013,,2069,103694000
Start in 2013,,2070,90818000
Start in 2013,,2071,79521000
Start in 2013,,2072,69611000
Start in 2013,,2073,60923000
Start in 2013,,2074,53306000
Start in 2013,,2075,46631000
Start in 2013,,2076,40784000
Start in 2013,,2077,35662000
Start in 2013,,2078,31176000
Start in 2013,,2079,27250000
Start in 2013,,2080,23813000
Start in 2013,,2081,20806000
Start in 2013,,2082,18176000
Start in 2013,,2083,15875001
Start in 2013,,2084,13863000
Start in 2013,,2085,12104000
Start in 2013,,2086,10566000
Start in 2013,,2087,9222000
Start in 2013,,2088,8048000
Start in 2013,,2089,7022000
Start in 2013,,2090,6127000
Start in 2013,,2091,5344000
Start in 2013,,2092,4661000
Start in 2013,,2093,4065000
Start in 2013,,2094,3544000
Start in 2013,,2095,3090000
Start in 2013,,2096,2693000
Start in 2013,,2097,2348000
Start in 2013,,2098,2046000
Start in 2013,,2099,1783000
Start in 2013,,2100,1553000
Start in 2014,,2014,41303966000
Start in 2014,,2015,41564610000
Start in 2014,,2016,40824308000
Start in 2014,,2017,39376495000
Start in 2014,,2018,37449250000
Start in 2014,,2019,35218260000
Start in 2014,,2020,32817414000
Start in 2014,,2021,30347346000
Start in 2014,,2022,27882402000
Start in 2014,,2023,25476254000
Start in 2014,,2024,23166403000
Start in 2014,,2025,20977830000
Start in 2014,,2026,18925894000
Start in 2014,,2027,17018649000
Start in 2014,,2028,15258693000
Start in 2014,,2029,13644611000
Start in 2014,,2030,12172117000
Start in 2014,,2031,10834951000
Start in 2014,,2032,9625559000
Start in 2014,,2033,8535619600
Start in 2014,,2034,7556447000
Start in 2014,,2035,6679279600
Start in 2014,,2036,5895503000
Start in 2014,,2037,5196796000
Start in 2014,,2038,4575241000
Start in 2014,,2039,4023384000
Start in 2014,,2040,3534278000
Start in 2014,,2041,3101493000
Start in 2014,,2042,2719121000
Start in 2014,,2043,2381761000
Start in 2014,,2044,2084500100
Start in 2014,,2045,1822889000
Start in 2014,,2046,1592911000
Start in 2014,,2047,1390955000
Start in 2014,,2048,1213783900
Start in 2014,,2049,1058498050
Start in 2014,,2050,922516000
Start in 2014,,2051,803535000
Start in 2014,,2052,699511000
Start in 2014,,2053,608632000
Start in 2014,,2054,529290980
Start in 2014,,2055,460071000
Start in 2014,,2056,399717000
Start in 2014,,2057,347126980
Start in 2014,,2058,301328000
Start in 2014,,2059,261465010
Start in 2014,,2060,226786000
Start in 2014,,2061,196632000
Start in 2014,,2062,170426000
Start in 2014,,2063,147660000
Start in 2014,,2064,127893000
Start in 2014,,2065,110736000
Start in 2014,,2066,95850000
Start in 2014,,2067,82940000
Start in 2014,,2068,71748000
Start in 2014,,2069,62049000
Start in 2014,,2070,53646000
Start in 2014,,2071,46369000
Start in 2014,,2072,40069000
Start in 2014,,2073,34616000
Start in 2014,,2074,29898000
Start in 2014,,2075,25817000
Start in 2014,,2076,22288000
Start in 2014,,2077,19237000
Start in 2014,,2078,16601000
Start in 2014,,2079,14322000
Start in 2014,,2080,12354000
Start in 2014,,2081,10654000
Start in 2014,,2082,9187000
Start in 2014,,2083,7920000
Start in 2014,,2084,6826000
Start in 2014,,2085,5883000
Start in 2014,,2086,5069000
Start in 2014,,2087,4367000
Start in 2014,,2088,3761000
Start in 2014,,2089,3239000
Start in 2014,,2090,2789000
Start in 2014,,2091,2401000
Start in 2014,,2092,2066999.9
Start in 2014,,2093,1779000
Start in 2014,,2094,1531000
Start in 2014,,2095,1318000
Start in 2014,,2096,1134000
Start in 2014,,2097,975000
Start in 2014,,2098,839000
Start in 2014,,2099,721000
Start in 2014,,2100,620000
Start in 2015,,2015,41480360000
Start in 2015,,2016,41499873000
Start in 2015,,2017,40465936000
Start in 2015,,2018,38712820000
Start in 2015,,2019,36495176000
Start in 2015,,2020,34004883000
Start in 2015,,2021,31384580000
Start in 2015,,2022,28738454000
Start in 2015,,2023,26140860000
Start in 2015,,2024,23643190000
Start in 2015,,2025,21279263000
Start in 2015,,2026,19069639000
Start in 2015,,2027,17024968000
Start in 2015,,2028,15148612000
Start in 2015,,2029,13438709000
Start in 2015,,2030,11889731000
Start in 2015,,2031,10493707000
Start in 2015,,2032,9241143000
Start in 2015,,2033,8121691600
Start in 2015,,2034,7124674600
Start in 2015,,2035,6239448000
Start in 2015,,2036,5455657000
Start in 2015,,2037,4763416000
Start in 2015,,2038,4153421800
Start in 2015,,2039,3617013000
Start in 2015,,2040,3146205000
Start in 2015,,2041,2733696000
Start in 2015,,2042,2372843000
Start in 2015,,2043,2057647000
Start in 2015,,2044,1782709000
Start in 2015,,2045,1543193000
Start in 2015,,2046,1334784000
Start in 2015,,2047,1153643000
Start in 2015,,2048,996367000
Start in 2015,,2049,859945000
Start in 2015,,2050,741720960
Start in 2015,,2051,639356000
Start in 2015,,2052,550795000
Start in 2015,,2053,474235000
Start in 2015,,2054,408099000
Start in 2015,,2055,351007000
Start in 2015,,2056,301755000
Start in 2015,,2057,259293000
Start in 2015,,2058,222706000
Start in 2015,,2059,191200000
