Entity,Code,Year,CO2 mitigation curves to meet a 1.5C target
Start in 2015,,2060,164083000
Start in 2015,,2061,140756000
Start in 2015,,2062,120700000
Start in 2015,,2063,103463000
Start in 2015,,2064,88657000
Start in 2015,,2065,75944000
Start in 2015,,2066,65033004
Start in 2015,,2067,55671000
Start in 2015,,2068,47643000
Start in 2015,,2069,40761000
Start in 2015,,2070,34862000
Start in 2015,,2071,29809000
Start in 2015,,2072,25482000
Start in 2015,,2073,21777000
Start in 2015,,2074,18607000
Start in 2015,,2075,15893999
Start in 2015,,2076,13573000
Start in 2015,,2077,11589000
Start in 2015,,2078,9892000
Start in 2015,,2079,8442000
Start in 2015,,2080,7203000
Start in 2015,,2081,6145000
Start in 2015,,2082,5241000
Start in 2015,,2083,4469000
Start in 2015,,2084,3810000
Start in 2015,,2085,3248000
Start in 2015,,2086,2768000
Start in 2015,,2087,2359000
Start in 2015,,2088,2010000
Start in 2015,,2089,1712000
Start in 2015,,2090,1458000
Start in 2015,,2091,1242000
Start in 2015,,2092,1057000
Start in 2015,,2093,900000
Start in 2015,,2094,766000
Start in 2015,,2095,652000
Start in 2015,,2096,555000
Start in 2015,,2097,472000
Start in 2015,,2098,402000
Start in 2015,,2099,342000
Start in 2015,,2100,291000
Start in 2016,,2016,41012740000
Start in 2016,,2017,40741188000
Start in 2016,,2018,39417610000
Start in 2016,,2019,37400785000
Start in 2016,,2020,34959010000
Start in 2016,,2021,32290350000
Start in 2016,,2022,29538568000
Start in 2016,,2023,26805772000
Start in 2016,,2024,24162294000
Start in 2016,,2025,21654452000
Start in 2016,,2026,19310619000
Start in 2016,,2027,17145914000
Start in 2016,,2028,15165843000
Start in 2016,,2029,13369078000
Start in 2016,,2030,11749594000
Start in 2016,,2031,10298269000
Start in 2016,,2032,9004084000
Start in 2016,,2033,7855021000
Start in 2016,,2034,6838688000
Start in 2016,,2035,5942790000
Start in 2016,,2036,5155438000
Start in 2016,,2037,4465357000
Start in 2016,,2038,3862012000
Start in 2016,,2039,3335671800
Start in 2016,,2040,2877441800
Start in 2016,,2041,2479249000
Start in 2016,,2042,2133817000
Start in 2016,,2043,1834625900
Start in 2016,,2044,1575865100
Start in 2016,,2045,1352372100
Start in 2016,,2046,1159583000
Start in 2016,,2047,993474000
Start in 2016,,2048,850511040
Start in 2016,,2049,727594050
Start in 2016,,2050,622015000
Start in 2016,,2051,531410000
Start in 2016,,2052,453722020
Start in 2016,,2053,387163000
Start in 2016,,2054,330181980
Start in 2016,,2055,281437020
Start in 2016,,2056,239765010
Start in 2016,,2057,204162990
Start in 2016,,2058,173766000
Start in 2016,,2059,147829000
Start in 2016,,2060,125709000
Start in 2016,,2061,106855000
Start in 2016,,2062,90792000
Start in 2016,,2063,77115000
Start in 2016,,2064,65474004
Start in 2016,,2065,55570000
Start in 2016,,2066,47149000
Start in 2016,,2067,39990000
Start in 2016,,2068,33908000
Start in 2016,,2069,28742000
Start in 2016,,2070,24356000
Start in 2016,,2071,20633000
Start in 2016,,2072,17475000
Start in 2016,,2073,14796000
Start in 2016,,2074,12524000
Start in 2016,,2075,10599000
Start in 2016,,2076,8967000
Start in 2016,,2077,7585000
Start in 2016,,2078,6414000
Start in 2016,,2079,5423000
Start in 2016,,2080,4584000
Start in 2016,,2081,3874000
Start in 2016,,2082,3274000
Start in 2016,,2083,2765000
Start in 2016,,2084,2336000
Start in 2016,,2085,1972000.1
Start in 2016,,2086,1665000
Start in 2016,,2087,1406000
Start in 2016,,2088,1187000
Start in 2016,,2089,1001000.06
Start in 2016,,2090,845000
Start in 2016,,2091,713000
Start in 2016,,2092,601000
Start in 2016,,2093,507000.03
Start in 2016,,2094,427000
Start in 2016,,2095,360000
Start in 2016,,2096,304000
Start in 2016,,2097,256000
Start in 2016,,2098,216000
Start in 2016,,2099,182000
Start in 2016,,2100,153000
Start in 2017,,2017,41193000000
Start in 2017,,2018,40641233000
Start in 2017,,2019,38952930000
Start in 2017,,2020,36555215000
Start in 2017,,2021,33758250000
Start in 2017,,2022,30783520000
Start in 2017,,2023,27785691000
Start in 2017,,2024,24869500000
Start in 2017,,2025,22102727000
Start in 2017,,2026,19526089000
Start in 2017,,2027,17160806000
Start in 2017,,2028,15014294000
Start in 2017,,2029,13084444000
Start in 2017,,2030,11362819000
Start in 2017,,2031,9836996000
Start in 2017,,2032,8492273000
Start in 2017,,2033,7312900000
Start in 2017,,2034,6282925000
Start in 2017,,2035,5386782000
Start in 2017,,2036,4609665000
Start in 2017,,2037,3937763800
Start in 2017,,2038,3358382800
Start in 2017,,2039,2859985200
Start in 2017,,2040,2432191000
Start in 2017,,2041,2065733000
Start in 2017,,2042,1752391000
Start in 2017,,2043,1484918000
Start in 2017,,2044,1256955000
Start in 2017,,2045,1062943000
Start in 2017,,2046,898049000
Start in 2017,,2047,758074000
Start in 2017,,2048,639392960
Start in 2017,,2049,538873000
Start in 2017,,2050,453824000
Start in 2017,,2051,381931000
Start in 2017,,2052,321216000
Start in 2017,,2053,269982000
Start in 2017,,2054,226785010
Start in 2017,,2055,190391000
Start in 2017,,2056,159750990
Start in 2017,,2057,133972010
Start in 2017,,2058,112298000
Start in 2017,,2059,94085000
Start in 2017,,2060,78790000
Start in 2017,,2061,65953000
Start in 2017,,2062,55185000
Start in 2017,,2063,46156000
Start in 2017,,2064,38589000
Start in 2017,,2065,32251000
Start in 2017,,2066,26944000
Start in 2017,,2067,22503000
Start in 2017,,2068,18788000
Start in 2017,,2069,15681000
Start in 2017,,2070,13083000
Start in 2017,,2071,10913000
Start in 2017,,2072,9100000
Start in 2017,,2073,7586000
Start in 2017,,2074,6323000
Start in 2017,,2075,5268000
Start in 2017,,2076,4388000
Start in 2017,,2077,3655000
Start in 2017,,2078,3043000
Start in 2017,,2079,2533000
Start in 2017,,2080,2108000
Start in 2017,,2081,1754000
Start in 2017,,2082,1459000
Start in 2017,,2083,1213000
Start in 2017,,2084,1009000
Start in 2017,,2085,839000
Start in 2017,,2086,697000
Start in 2017,,2087,579000
Start in 2017,,2088,481000
Start in 2017,,2089,400000
Start in 2017,,2090,332000
Start in 2017,,2091,276000
Start in 2017,,2092,229000
Start in 2017,,2093,190000
Start in 2017,,2094,158000
Start in 2017,,2095,130999.99
Start in 2017,,2096,109000
Start in 2017,,2097,90000
Start in 2017,,2098,75000
Start in 2017,,2099,62000
Start in 2017,,2100,51000
Start in 2018,,2018,42101180000
Start in 2018,,2019,41345530000
Start in 2018,,2020,39182283000
Start in 2018,,2021,36209920000
Start in 2018,,2022,32842793000
Start in 2018,,2023,29361023000
Start in 2018,,2024,25947808000
Start in 2018,,2025,22717112000
Start in 2018,,2026,19734139000
Start in 2018,,2027,17030374000
Start in 2018,,2028,14614528000
Start in 2018,,2029,12480436000
Start in 2018,,2030,10612713000
Start in 2018,,2031,8990722000
Start in 2018,,2032,7591309300
Start in 2018,,2033,6390671000
Start in 2018,,2034,5365549000
Start in 2018,,2035,4493982700
Start in 2018,,2036,3755730000
Start in 2018,,2037,3132468000
Start in 2018,,2038,2607842800
Start in 2018,,2039,2167418000
Start in 2018,,2040,1798570000
Start in 2018,,2041,1490342000
Start in 2018,,2042,1233285000
Start in 2018,,2043,1019295000
Start in 2018,,2044,841457000
Start in 2018,,2045,693892030
Start in 2018,,2046,571623040
Start in 2018,,2047,470448000
Start in 2018,,2048,386833020
Start in 2018,,2049,317809000
Start in 2018,,2050,260893000
Start in 2018,,2051,214007000
Start in 2018,,2052,175422000
Start in 2018,,2053,143696000
Start in 2018,,2054,117631000
Start in 2018,,2055,96235000
Start in 2018,,2056,78685000
Start in 2018,,2057,64300000
Start in 2018,,2058,52516000
Start in 2018,,2059,42870000
Start in 2018,,2060,34979000
Start in 2018,,2061,28527000
Start in 2018,,2062,23255000
Start in 2018,,2063,18949000
Start in 2018,,2064,15434000
Start in 2018,,2065,12566000
Start in 2018,,2066,10227000
Start in 2018,,2067,8321000.5
Start in 2018,,2068,6767000
Start in 2018,,2069,5502000
Start in 2018,,2070,4471000
Start in 2018,,2071,3633000
Start in 2018,,2072,2951000
Start in 2018,,2073,2396000
Start in 2018,,2074,1945000
Start in 2018,,2075,1579000
Start in 2018,,2076,1281000
Start in 2018,,2077,1039000
Start in 2018,,2078,842000
Start in 2018,,2079,683000
Start in 2018,,2080,554000
Start in 2018,,2081,449000
Start in 2018,,2082,363000
Start in 2018,,2083,294000
Start in 2018,,2084,238000
Start in 2018,,2085,193000
Start in 2018,,2086,156000
Start in 2018,,2087,126000
Start in 2018,,2088,102000
Start in 2018,,2089,83000
Start in 2018,,2090,67000
Start in 2018,,2091,54000
Start in 2018,,2092,44000
Start in 2018,,2093,35000
Start in 2018,,2094,29000
Start in 2018,,2095,23000
Start in 2018,,2096,19000
Start in 2018,,2097,15000
Start in 2018,,2098,12000
Start in 2018,,2099,10000
Start in 2018,,2100,8000
Start in 2019,,2019,42332380000
Start in 2019,,2020,41332478000
Start in 2019,,2021,38641510000
Start in 2019,,2022,35070616000
Start in 2019,,2023,31151630000
Start in 2019,,2024,27221699000
Start in 2019,,2025,23483927000
Start in 2019,,2026,20050629000
Start in 2019,,2027,16973886000
Start in 2019,,2028,14266962000
Start in 2019,,2029,11919118000
Start in 2019,,2030,9905747000
Start in 2019,,2031,8195149300
Start in 2019,,2032,6752966000
Start in 2019,,2033,5544983000
Start in 2019,,2034,4538798000
Start in 2019,,2035,3704740000
Start in 2019,,2036,3016277000
Start in 2019,,2037,2450104000
Start in 2019,,2038,1986037000
Start in 2019,,2039,1606785000
Start in 2019,,2040,1297670000
Start in 2019,,2041,1046325000
Start in 2019,,2042,842401000
Start in 2019,,2043,677280000
Start in 2019,,2044,543823000
Start in 2019,,2045,436138980
Start in 2019,,2046,349385000
Start in 2019,,2047,279593000
Start in 2019,,2048,223523000
Start in 2019,,2049,178531000
Start in 2019,,2050,142471000
Start in 2019,,2051,113601000
Start in 2019,,2052,90511000
Start in 2019,,2053,72060000
Start in 2019,,2054,57331000
Start in 2019,,2055,45582000
Start in 2019,,2056,36218000
Start in 2019,,2057,28761000
Start in 2019,,2058,22826000
Start in 2019,,2059,18106000
Start in 2019,,2060,14354000
Start in 2019,,2061,11374000
Start in 2019,,2062,9009000
Start in 2019,,2063,7132000
Start in 2019,,2064,5644000
Start in 2019,,2065,4464000
Start in 2019,,2066,3530000
Start in 2019,,2067,2790000
Start in 2019,,2068,2204000
Start in 2019,,2069,1741000
Start in 2019,,2070,1374000
Start in 2019,,2071,1085000
Start in 2019,,2072,856000
Start in 2019,,2073,675000
Start in 2019,,2074,532000
Start in 2019,,2075,420000
Start in 2019,,2076,331000
Start in 2019,,2077,261000.02
Start in 2019,,2078,205000
Start in 2019,,2079,162000
Start in 2019,,2080,127000.01
Start in 2019,,2081,100000
Start in 2019,,2082,79000
Start in 2019,,2083,62000
Start in 2019,,2084,49000
Start in 2019,,2085,38000
Start in 2019,,2086,30000
Start in 2019,,2087,24000
Start in 2019,,2088,19000
Start in 2019,,2089,15000
Start in 2019,,2090,11000
Start in 2019,,2091,9000
Start in 2019,,2092,7000
Start in 2019,,2093,6000
Start in 2019,,2094,4000
Start in 2019,,2095,3000
Start in 2019,,2096,3000
Start in 2019,,2097,2000
Start in 2019,,2098,2000
Start in 2019,,2099,1000
Start in 2019,,2100,1000
Start in 2020,,2020,42332380000
Start in 2020,,2021,41042410000
Start in 2020,,2022,37693740000
Start in 2020,,2023,33411095000
Start in 2020,,2024,28881742000
Start in 2020,,2025,24504893000
Start in 2020,,2026,20493490000
Start in 2020,,2027,16942914000
Start in 2020,,2028,13876853000
Start in 2020,,2029,11277490000
Start in 2020,,2030,9104991000
Start in 2020,,2031,7309788000
Start in 2020,,2032,5840061400
Start in 2020,,2033,4646052000
Start in 2020,,2034,3682342100
Start in 2020,,2035,2908840000
Start in 2020,,2036,2290997000
Start in 2020,,2037,1799569000
Start in 2020,,2038,1410143000
Start in 2020,,2039,1102565000
Start in 2020,,2040,860350000
Start in 2020,,2041,670115000
Start in 2020,,2042,521063970
Start in 2020,,2043,404535000
Start in 2020,,2044,313615000
Start in 2020,,2045,242804000
Start in 2020,,2046,187747000
Start in 2020,,2047,145006990
Start in 2020,,2048,111874000
Start in 2020,,2049,86225000
Start in 2020,,2050,66391996
Start in 2020,,2051,51075000
Start in 2020,,2052,39259000
Start in 2020,,2053,30152000
Start in 2020,,2054,23140000
Start in 2020,,2055,17746000
Start in 2020,,2056,13600000
Start in 2020,,2057,10416000
Start in 2020,,2058,7973000.5
Start in 2020,,2059,6099000
Start in 2020,,2060,4663000
Start in 2020,,2061,3563000
Start in 2020,,2062,2721000
Start in 2020,,2063,2077000
Start in 2020,,2064,1585000
Start in 2020,,2065,1209000
Start in 2020,,2066,922000
Start in 2020,,2067,702000
Start in 2020,,2068,535000
Start in 2020,,2069,407000
Start in 2020,,2070,310000
Start in 2020,,2071,236000
Start in 2020,,2072,179000
Start in 2020,,2073,136000
Start in 2020,,2074,104000
Start in 2020,,2075,79000
Start in 2020,,2076,60000
Start in 2020,,2077,45000
Start in 2020,,2078,35000
Start in 2020,,2079,26000
Start in 2020,,2080,20000
Start in 2020,,2081,15000
Start in 2020,,2082,11000
Start in 2020,,2083,9000
Start in 2020,,2084,7000
Start in 2020,,2085,5000
Start in 2020,,2086,4000
Start in 2020,,2087,3000
Start in 2020,,2088,2000
Start in 2020,,2089,2000
Start in 2020,,2090,1000
Start in 2020,,2091,1000
Start in 2020,,2092,1000
Start in 2020,,2093,1000
Start in 2020,,2094,0
Start in 2020,,2095,0
Start in 2020,,2096,0
Start in 2020,,2097,0
Start in 2020,,2098,0
Start in 2020,,2099,0
Start in 2020,,2100,0
Start in 2021,,2021,42332380000
Start in 2021,,2022,40577364000
Start in 2021,,2023,36303593000
Start in 2021,,2024,31112765000
Start in 2021,,2025,25891381000
Start in 2021,,2026,21090284000
Start in 2021,,2027,16902384000
Start in 2021,,2028,13374058000
Start in 2021,,2029,10473725000
Start in 2021,,2030,8132996600
Start in 2021,,2031,6270597000
Start in 2021,,2032,4805504000
Start in 2021,,2033,3663590000
Start in 2021,,2034,2780401000
Start in 2021,,2035,2101749900
Start in 2021,,2036,1583167000
Start in 2021,,2037,1188806000
Start in 2021,,2038,890172000
Start in 2021,,2039,664870000
Start in 2021,,2040,495451000
Start in 2021,,2041,368432000
Start in 2021,,2042,273453000
Start in 2021,,2043,202602000
Start in 2021,,2044,149866000
Start in 2021,,2045,110692000
Start in 2021,,2046,81644000
Start in 2021,,2047,60141000
Start in 2021,,2048,44249000
Start in 2021,,2049,32520000
Start in 2021,,2050,23874000
Start in 2021,,2051,17510000
Start in 2021,,2052,12831000
Start in 2021,,2053,9393000
Start in 2021,,2054,6871000
Start in 2021,,2055,5023000
Start in 2021,,2056,3668000
Start in 2021,,2057,2678000
Start in 2021,,2058,1953000
Start in 2021,,2059,1424000
Start in 2021,,2060,1037000
Start in 2021,,2061,755000
Start in 2021,,2062,550000
Start in 2021,,2063,400000
Start in 2021,,2064,291000
Start in 2021,,2065,211000
Start in 2021,,2066,153000
Start in 2021,,2067,111000
Start in 2021,,2068,81000
Start in 2021,,2069,59000
Start in 2021,,2070,42000
Start in 2021,,2071,31000
Start in 2021,,2072,22000
Start in 2021,,2073,16000
Start in 2021,,2074,12000
Start in 2021,,2075,8000
Start in 2021,,2076,6000
Start in 2021,,2077,4000
Start in 2021,,2078,3000
Start in 2021,,2079,2000
Start in 2021,,2080,2000
Start in 2021,,2081,1000
Start in 2021,,2082,1000
Start in 2021,,2083,1000
Start in 2021,,2084,0
Start in 2021,,2085,0
Start in 2021,,2086,0
Start in 2021,,2087,0
Start in 2021,,2088,0
Start in 2021,,2089,0
Start in 2021,,2090,0
Start in 2021,,2091,0
Start in 2021,,2092,0
Start in 2021,,2093,0
Start in 2021,,2094,0
Start in 2021,,2095,0
Start in 2021,,2096,0
Start in 2021,,2097,0
Start in 2021,,2098,0
Start in 2021,,2099,0
Start in 2021,,2100,0
Start in 2022,,2022,42332380000
Start in 2022,,2023,39757136000
Start in 2022,,2024,34154471000
Start in 2022,,2025,27842464000
Start in 2022,,2026,21925597000
Start in 2022,,2027,16847797000
Start in 2022,,2028,12711116000
Start in 2022,,2029,9454998000
Start in 2022,,2030,6953793000
Start in 2022,,2031,5067189000
Start in 2022,,2032,3664141000
Start in 2022,,2033,2632417000
Start in 2022,,2034,1880705000
Start in 2022,,2035,1337193000
Start in 2022,,2036,946757000
Start in 2022,,2037,667836000
Start in 2022,,2038,469535000
Start in 2022,,2039,329144000
Start in 2022,,2040,230118000
Start in 2022,,2041,160499000
Start in 2022,,2042,111699000
Start in 2022,,2043,77582000
Start in 2022,,2044,53787000
Start in 2022,,2045,37228000
Start in 2022,,2046,25727000
Start in 2022,,2047,17753000
Start in 2022,,2048,12235000
Start in 2022,,2049,8421000
Start in 2022,,2050,5790000
Start in 2022,,2051,3976000
Start in 2022,,2052,2728000
Start in 2022,,2053,1870000
Start in 2022,,2054,1280000
Start in 2022,,2055,876000
Start in 2022,,2056,599000
Start in 2022,,2057,409000
Start in 2022,,2058,279000
Start in 2022,,2059,191000
Start in 2022,,2060,130000
Start in 2022,,2061,89000
Start in 2022,,2062,60000
Start in 2022,,2063,41000
Start in 2022,,2064,28000
Start in 2022,,2065,19000
Start in 2022,,2066,13000
Start in 2022,,2067,9000
Start in 2022,,2068,6000
Start in 2022,,2069,4000
Start in 2022,,2070,3000
Start in 2022,,2071,2000
Start in 2022,,2072,1000
Start in 2022,,2073,1000
Start in 2022,,2074,1000
Start in 2022,,2075,0
Start in 2022,,2076,0
Start in 2022,,2077,0
Start in 2022,,2078,0
Start in 2022,,2079,0
Start in 2022,,2080,0
Start in 2022,,2081,0
Start in 2022,,2082,0
Start in 2022,,2083,0
Start in 2022,,2084,0
Start in 2022,,2085,0
Start in 2022,,2086,0
Start in 2022,,2087,0
Start in 2022,,2088,0
Start in 2022,,2089,0
Start in 2022,,2090,0
Start in 2022,,2091,0
Start in 2022,,2092,0
Start in 2022,,2093,0
Start in 2022,,2094,0
Start in 2022,,2095,0
Start in 2022,,2096,0
Start in 2022,,2097,0
Start in 2022,,2098,0
Start in 2022,,2099,0
Start in 2022,,2100,0
Start in 2023,,2023,42332380000
Start in 2023,,2024,38408696000
Start in 2023,,2025,30868450000
Start in 2023,,2026,23225635000
Start in 2023,,2027,16764503000
Start in 2023,,2028,11760012000
Start in 2023,,2029,8079100400
Start in 2023,,2030,5462703000
Start in 2023,,2031,3647599900
Start in 2023,,2032,2411048000
Start in 2023,,2033,1580422000
Start in 2023,,2034,1028710000
Start in 2023,,2035,665609000
Start in 2023,,2036,428461000
Start in 2023,,2037,274573000
Start in 2023,,2038,175265000
Start in 2023,,2039,111486000
Start in 2023,,2040,70696000
Start in 2023,,2041,44706000
Start in 2023,,2042,28199000
Start in 2023,,2043,17747000
Start in 2023,,2044,11146000
Start in 2023,,2045,6987000
Start in 2023,,2046,4372000
Start in 2023,,2047,2731000
Start in 2023,,2048,1704000
Start in 2023,,2049,1061000
Start in 2023,,2050,660000
Start in 2023,,2051,410000
Start in 2023,,2052,254999.98
Start in 2023,,2053,158000
Start in 2023,,2054,98000
Start in 2023,,2055,61000
Start in 2023,,2056,37000
Start in 2023,,2057,23000
Start in 2023,,2058,14000
Start in 2023,,2059,9000
Start in 2023,,2060,5000
Start in 2023,,2061,3000
Start in 2023,,2062,2000
Start in 2023,,2063,1000
Start in 2023,,2064,1000
Start in 2023,,2065,0
Start in 2023,,2066,0
Start in 2023,,2067,0
Start in 2023,,2068,0
Start in 2023,,2069,0
Start in 2023,,2070,0
Start in 2023,,2071,0
Start in 2023,,2072,0
Start in 2023,,2073,0
Start in 2023,,2074,0
Start in 2023,,2075,0
Start in 2023,,2076,0
Start in 2023,,2077,0
Start in 2023,,2078,0
Start in 2023,,2079,0
Start in 2023,,2080,0
Start in 2023,,2081,0
Start in 2023,,2082,0
Start in 2023,,2083,0
Start in 2023,,2084,0
Start in 2023,,2085,0
Start in 2023,,2086,0
Start in 2023,,2087,0
Start in 2023,,2088,0
Start in 2023,,2089,0
Start in 2023,,2090,0
Start in 2023,,2091,0
Start in 2023,,2092,0
Start in 2023,,2093,0
Start in 2023,,2094,0
Start in 2023,,2095,0
Start in 2023,,2096,0
Start in 2023,,2097,0
Start in 2023,,2098,0
Start in 2023,,2099,0
Start in 2023,,2100,0
Start in 2024,,2024,42332380000
Start in 2024,,2025,35981533000
Start in 2024,,2026,25543916000
Start in 2024,,2027,16622347000
Start in 2024,,2028,10273821000
Start in 2024,,2029,6137236000
Start in 2024,,2030,3578423000
Start in 2024,,2031,2049005000
Start in 2024,,2032,1156881000
Start in 2024,,2033,645888960
Start in 2024,,2034,357306980
Start in 2024,,2035,196159000
Start in 2024,,2036,106997000
Start in 2024,,2037,58040000
Start in 2024,,2038,31333000
Start in 2024,,2039,16845000
Start in 2024,,2040,9022000
Start in 2024,,2041,4817000
Start in 2024,,2042,2564000
Start in 2024,,2043,1361000
Start in 2024,,2044,721000
Start in 2024,,2045,381000
Start in 2024,,2046,201000
Start in 2024,,2047,106000
Start in 2024,,2048,56000
Start in 2024,,2049,29000
Start in 2024,,2050,15000
Start in 2024,,2051,8000
Start in 2024,,2052,4000
Start in 2024,,2053,2000
Start in 2024,,2054,1000
Start in 2024,,2055,1000
Start in 2024,,2056,0
Start in 2024,,2057,0
Start in 2024,,2058,0
Start in 2024,,2059,0
Start in 2024,,2060,0
Start in 2024,,2061,0
Start in 2024,,2062,0
Start in 2024,,2063,0
Start in 2024,,2064,0
Start in 2024,,2065,0
Start in 2024,,2066,0
Start in 2024,,2067,0
Start in 2024,,2068,0
Start in 2024,,2069,0
Start in 2024,,2070,0
Start in 2024,,2071,0
Start in 2024,,2072,0
Start in 2024,,2073,0
Start in 2024,,2074,0
Start in 2024,,2075,0
Start in 2024,,2076,0
Start in 2024,,2077,0
Start in 2024,,2078,0
Start in 2024,,2079,0
Start in 2024,,2080,0
Start in 2024,,2081,0
Start in 2024,,2082,0
Start in 2024,,2083,0
Start in 2024,,2084,0
Start in 2024,,2085,0
Start in 2024,,2086,0
Start in 2024,,2087,0
Start in 2024,,2088,0
Start in 2024,,2089,0
Start in 2024,,2090,0
Start in 2024,,2091,0
Start in 2024,,2092,0
Start in 2024,,2093,0
Start in 2024,,2094,0
Start in 2024,,2095,0
Start in 2024,,2096,0
Start in 2024,,2097,0
Start in 2024,,2098,0
Start in 2024,,2099,0
Start in 2024,,2100,0
Start in 2025,,2025,42332380000
Start in 2025,,2026,30556142000
Start in 2025,,2027,16334835000
Start in 2025,,2028,7738021000
Start in 2025,,2029,3432257000
Start in 2025,,2030,1460608000
Start in 2025,,2031,604088000
Start in 2025,,2032,244690990
Start in 2025,,2033,97551000
Start in 2025,,2034,38407000
Start in 2025,,2035,14969000
Start in 2025,,2036,5785000
Start in 2025,,2037,2220000
Start in 2025,,2038,847000
Start in 2025,,2039,322000
Start in 2025,,2040,121000
Start in 2025,,2041,46000
Start in 2025,,2042,17000
Start in 2025,,2043,6000
Start in 2025,,2044,2000
Start in 2025,,2045,1000
Start in 2025,,2046,0
Start in 2025,,2047,0
Start in 2025,,2048,0
Start in 2025,,2049,0
Start in 2025,,2050,0
Start in 2025,,2051,0
Start in 2025,,2052,0
Start in 2025,,2053,0
Start in 2025,,2054,0
Start in 2025,,2055,0
Start in 2025,,2056,0
Start in 2025,,2057,0
Start in 2025,,2058,0
Start in 2025,,2059,0
Start in 2025,,2060,0
Start in 2025,,2061,0
Start in 2025,,2062,0
Start in 2025,,2063,0
Start in 2025,,2064,0
Start in 2025,,2065,0
Start in 2025,,2066,0
Start in 2025,,2067,0
Start in 2025,,2068,0
Start in 2025,,2069,0
Start in 2025,,2070,0
Start in 2025,,2071,0
Start in 2025,,2072,0
Start in 2025,,2073,0
Start in 2025,,2074,0
Start in 2025,,2075,0
Start in 2025,,2076,0
Start in 2025,,2077,0
Start in 2025,,2078,0
Start in 2025,,2079,0
Start in 2025,,2080,0
Start in 2025,,2081,0
Start in 2025,,2082,0
Start in 2025,,2083,0
Start in 2025,,2084,0
Start in 2025,,2085,0
Start in 2025,,2086,0
Start in 2025,,2087,0
Start in 2025,,2088,0
Start in 2025,,2089,0
Start in 2025,,2090,0
Start in 2025,,2091,0
Start in 2025,,2092,0
Start in 2025,,2093,0
Start in 2025,,2094,0
Start in 2025,,2095,0
Start in 2025,,2096,0
Start in 2025,,2097,0
Start in 2025,,2098,0
Start in 2025,,2099,0
Start in 2025,,2100,0
Start in 2026,,2026,42332380000
Start in 2026,,2027,15452112000
Start in 2026,,2028,3006805000
Start in 2026,,2029,488678980
Start in 2026,,2030,72801000
Start in 2026,,2031,10301000
Start in 2026,,2032,1409000
Start in 2026,,2033,188000
Start in 2026,,2034,25000
Start in 2026,,2035,3000
Start in 2026,,2036,0
Start in 2026,,2037,0
Start in 2026,,2038,0
Start in 2026,,2039,0
Start in 2026,,2040,0
Start in 2026,,2041,0
Start in 2026,,2042,0
Start in 2026,,2043,0
Start in 2026,,2044,0
Start in 2026,,2045,0
Start in 2026,,2046,0
Start in 2026,,2047,0
Start in 2026,,2048,0
Start in 2026,,2049,0
Start in 2026,,2050,0
Start in 2026,,2051,0
Start in 2026,,2052,0
Start in 2026,,2053,0
Start in 2026,,2054,0
Start in 2026,,2055,0
Start in 2026,,2056,0
Start in 2026,,2057,0
Start in 2026,,2058,0
Start in 2026,,2059,0
Start in 2026,,2060,0
Start in 2026,,2061,0
Start in 2026,,2062,0
Start in 2026,,2063,0
Start in 2026,,2064,0
Start in 2026,,2065,0
Start in 2026,,2066,0
Start in 2026,,2067,0
Start in 2026,,2068,0
Start in 2026,,2069,0
Start in 2026,,2070,0
Start in 2026,,2071,0
Start in 2026,,2072,0
Start in 2026,,2073,0
Start in 2026,,2074,0
Start in 2026,,2075,0
Start in 2026,,2076,0
Start in 2026,,2077,0
Start in 2026,,2078,0
Start in 2026,,2079,0
Start in 2026,,2080,0
Start in 2026,,2081,0
Start in 2026,,2082,0
Start in 2026,,2083,0
Start in 2026,,2084,0
Start in 2026,,2085,0
Start in 2026,,2086,0
Start in 2026,,2087,0
Start in 2026,,2088,0
Start in 2026,,2089,0
Start in 2026,,2090,0
Start in 2026,,2091,0
Start in 2026,,2092,0
Start in 2026,,2093,0
Start in 2026,,2094,0
Start in 2026,,2095,0
Start in 2026,,2096,0
Start in 2026,,2097,0
Start in 2026,,2098,0
Start in 2026,,2099,0
Start in 2026,,2100,0