Entity,Code,Year,CO2 mitigation curves to meet a 2C target
Historical,,1850,2717041000
Historical,,1851,2733435000
Historical,,1852,2760245000
Historical,,1853,2788877000
Historical,,1854,2836878000
Historical,,1855,2849409000
Historical,,1856,2881320000
Historical,,1857,2908238800
Historical,,1858,2932658000
Historical,,1859,2960075000
Historical,,1860,2882419200
Historical,,1861,2865017900
Historical,,1862,2856137000
Historical,,1863,2871880000
Historical,,1864,2893999000
Historical,,1865,2921172000
Historical,,1866,2921889000
Historical,,1867,2946944000
Historical,,1868,2954758000
Historical,,1869,2986048000
Historical,,1870,3251873000
Historical,,1871,3393199900
Historical,,1872,3526413800
Historical,,1873,3638166800
Historical,,1874,3652106000
Historical,,1875,3759901000
Historical,,1876,3815043000
Historical,,1877,3866092000
Historical,,1878,3903910000
Historical,,1879,3975047200
Historical,,1880,4065177000
Historical,,1881,4145073000
Historical,,1882,4229086000
Historical,,1883,4329299000
Historical,,1884,4373441000
Historical,,1885,4410697700
Historical,,1886,4440402000
Historical,,1887,4506260000
Historical,,1888,4637974000
Historical,,1889,4658803000
Historical,,1890,4885135400
Historical,,1891,5043126300
Historical,,1892,5111186000
Historical,,1893,5135068700
Historical,,1894,5226014000
Historical,,1895,5349363700
Historical,,1896,5428233000
Historical,,1897,5538568000
Historical,,1898,5643671000
Historical,,1899,5813436000
Historical,,1900,6053521400
Historical,,1901,6226141700
Historical,,1902,6343285000
Historical,,1903,6592015000
Historical,,1904,6667272000
Historical,,1905,6854428700
Historical,,1906,7003636700
Historical,,1907,7376654300
Historical,,1908,7275637000
Historical,,1909,7421955000
Historical,,1910,7476471000
Historical,,1911,7507427300
Historical,,1912,7612327000
Historical,,1913,7852900000
Historical,,1914,7455626000
Historical,,1915,7374724000
Historical,,1916,7590376000
Historical,,1917,7728275000
Historical,,1918,7676414000
Historical,,1919,7213321000
Historical,,1920,7894786000
Historical,,1921,7572951000
Historical,,1922,7808740400
Historical,,1923,8282990600
Historical,,1924,8329590000
Historical,,1925,8380347400
Historical,,1926,8338773500
Historical,,1927,8694154000
Historical,,1928,8711090000
Historical,,1929,9003256000
Historical,,1930,8907412000
Historical,,1931,8634591000
Historical,,1932,8374579000
Historical,,1933,8645301000
Historical,,1934,9012561000
Historical,,1935,9261991000
Historical,,1936,9704859000
Historical,,1937,10041638000
Historical,,1938,9809198000
Historical,,1939,10057065000
Historical,,1940,10556953000
Historical,,1941,10763668000
Historical,,1942,10761571000
Historical,,1943,10910230000
Historical,,1944,10837807000
Historical,,1945,9948428000
Historical,,1946,10310255000
Historical,,1947,10776959000
Historical,,1948,10986811000
Historical,,1949,10633052000
Historical,,1950,11595249000
Historical,,1951,12234672000
Historical,,1952,12391385000
Historical,,1953,12673365000
Historical,,1954,12922786000
Historical,,1955,13665104000
Historical,,1956,14263379000
Historical,,1957,14624423000
Historical,,1958,14969282000
Historical,,1959,15489945000
Historical,,1960,15397863000
Historical,,1961,15135483000
Historical,,1962,15291398000
Historical,,1963,15624988000
Historical,,1964,15963017000
Historical,,1965,16275063000
Historical,,1966,16636826000
Historical,,1967,16929389000
Historical,,1968,17575582000
Historical,,1969,18451943000
Historical,,1970,19499624000
Historical,,1971,20008593000
Historical,,1972,20614541000
Historical,,1973,21386440000
Historical,,1974,21187664000
Historical,,1975,21082866000
Historical,,1976,21926294000
Historical,,1977,22348884000
Historical,,1978,22883543000
Historical,,1979,23289643000
Historical,,1980,23366100000
Historical,,1981,22902114000
Historical,,1982,22818450000
Historical,,1983,23152292000
Historical,,1984,23842560000
Historical,,1985,24608135000
Historical,,1986,25025180000
Historical,,1987,25824408000
Historical,,1988,26692504000
Historical,,1989,27120986000
Historical,,1990,27510792000
Historical,,1991,27978435000
Historical,,1992,27285318000
Historical,,1993,27526963000
Historical,,1994,27666012000
Historical,,1995,28105650000
Historical,,1996,28738025000
Historical,,1997,30606400000
Historical,,1998,28500500000
Historical,,1999,28711907000
Historical,,2000,30068130000
Historical,,2001,30025267000
Historical,,2002,31271594000
Historical,,2003,32735703000
Historical,,2004,33862724000
Historical,,2005,34412600000
Historical,,2006,35569635000
Historical,,2007,35809665000
Historical,,2008,36752056000
Historical,,2009,37043835000
Historical,,2010,38224527000
Historical,,2011,39188830000
Historical,,2012,40171970000
Historical,,2013,40523657000
Historical,,2014,41303966000
Historical,,2015,41480360000
Historical,,2016,41012740000
Historical,,2017,41193000000
Historical,,2018,42101180000
Historical,,2019,42332380000
Start in 2000,,2000,30068130000
Start in 2000,,2001,30266407000
Start in 2000,,2002,30411070000
Start in 2000,,2003,30505738000
Start in 2000,,2004,30553833000
Start in 2000,,2005,30558601000
Start in 2000,,2006,30523111000
Start in 2000,,2007,30450266000
Start in 2000,,2008,30342814000
Start in 2000,,2009,30203350000
Start in 2000,,2010,30034328000
Start in 2000,,2011,29838066000
Start in 2000,,2012,29616759000
Start in 2000,,2013,29372470000
Start in 2000,,2014,29107147000
Start in 2000,,2015,28822637000
Start in 2000,,2016,28520667000
Start in 2000,,2017,28202873000
Start in 2000,,2018,27870792000
Start in 2000,,2019,27525876000
Start in 2000,,2020,27169483000
Start in 2000,,2021,26802893000
Start in 2000,,2022,26427310000
Start in 2000,,2023,26043863000
Start in 2000,,2024,25653613000
Start in 2000,,2025,25257548000
Start in 2000,,2026,24856603000
Start in 2000,,2027,24451641000
Start in 2000,,2028,24043485000
Start in 2000,,2029,23632890000
Start in 2000,,2030,23220568000
Start in 2000,,2031,22807177000
Start in 2000,,2032,22393334000
Start in 2000,,2033,21979613000
Start in 2000,,2034,21566546000
Start in 2000,,2035,21154623000
Start in 2000,,2036,20744305000
Start in 2000,,2037,20336011000
Start in 2000,,2038,19930132000
Start in 2000,,2039,19527027000
Start in 2000,,2040,19127028000
Start in 2000,,2041,18730430000
Start in 2000,,2042,18337520000
Start in 2000,,2043,17948537000
Start in 2000,,2044,17563722000
Start in 2000,,2045,17183275000
Start in 2000,,2046,16807386000
Start in 2000,,2047,16436220000
Start in 2000,,2048,16069929000
Start in 2000,,2049,15708645000
Start in 2000,,2050,15352484000
Start in 2000,,2051,15001547000
Start in 2000,,2052,14655923000
Start in 2000,,2053,14315686000
Start in 2000,,2054,13980898000
Start in 2000,,2055,13651610000
Start in 2000,,2056,13327860000
Start in 2000,,2057,13009678000
Start in 2000,,2058,12697088000
Start in 2000,,2059,12390098000
Start in 2000,,2060,12088712000
Start in 2000,,2061,11792928000
Start in 2000,,2062,11502732000
Start in 2000,,2063,11218108000
Start in 2000,,2064,10939032000
Start in 2000,,2065,10665474000
Start in 2000,,2066,10397401000
Start in 2000,,2067,10134774000
Start in 2000,,2068,9877548000
Start in 2000,,2069,9625677000
Start in 2000,,2070,9379110000
Start in 2000,,2071,9137791000
Start in 2000,,2072,8901664000
Start in 2000,,2073,8670668000
Start in 2000,,2074,8444743000
Start in 2000,,2075,8223821000
Start in 2000,,2076,8007838000
Start in 2000,,2077,7796723700
Start in 2000,,2078,7590410000
Start in 2000,,2079,7388824000
Start in 2000,,2080,7191895000
Start in 2000,,2081,6999549000
Start in 2000,,2082,6811711000
Start in 2000,,2083,6628308000
Start in 2000,,2084,6449265000
Start in 2000,,2085,6274504000
Start in 2000,,2086,6103952000
Start in 2000,,2087,5937532000
Start in 2000,,2088,5775168000
Start in 2000,,2089,5616784000
Start in 2000,,2090,5462304300
Start in 2000,,2091,5311655000
Start in 2000,,2092,5164759000
Start in 2000,,2093,5021543000
Start in 2000,,2094,4881933300
Start in 2000,,2095,4745855000
Start in 2000,,2096,4613235700
Start in 2000,,2097,4484004000
Start in 2000,,2098,4358087000
Start in 2000,,2099,4235415000
Start in 2000,,2100,4115917300
Start in 2001,,2001,30025267000
Start in 2001,,2002,30149364000
Start in 2001,,2003,30226610000
Start in 2001,,2004,30260180000
Start in 2001,,2005,30253090000
Start in 2001,,2006,30208186000
Start in 2001,,2007,30128170000
Start in 2001,,2008,30015599000
Start in 2001,,2009,29872888000
Start in 2001,,2010,29702328000
Start in 2001,,2011,29506079000
Start in 2001,,2012,29286187000
Start in 2001,,2013,29044580000
Start in 2001,,2014,28783088000
Start in 2001,,2015,28503425000
Start in 2001,,2016,28207220000
Start in 2001,,2017,27896005000
Start in 2001,,2018,27571218000
Start in 2001,,2019,27234224000
Start in 2001,,2020,26886304000
Start in 2001,,2021,26528653000
Start in 2001,,2022,26162416000
Start in 2001,,2023,25788652000
Start in 2001,,2024,25408360000
Start in 2001,,2025,25022476000
Start in 2001,,2026,24631884000
Start in 2001,,2027,24237404000
Start in 2001,,2028,23839807000
Start in 2001,,2029,23439819000
Start in 2001,,2030,23038110000
Start in 2001,,2031,22635307000
Start in 2001,,2032,22232000000
Start in 2001,,2033,21828735000
Start in 2001,,2034,21426020000
Start in 2001,,2035,21024322000
Start in 2001,,2036,20624083000
Start in 2001,,2037,20225706000
Start in 2001,,2038,19829567000
Start in 2001,,2039,19436010000
Start in 2001,,2040,19045351000
Start in 2001,,2041,18657884000
Start in 2001,,2042,18273878000
Start in 2001,,2043,17893575000
Start in 2001,,2044,17517200000
Start in 2001,,2045,17144951000
Start in 2001,,2046,16777014000
Start in 2001,,2047,16413554000
Start in 2001,,2048,16054716000
Start in 2001,,2049,15700633000
Start in 2001,,2050,15351420000
Start in 2001,,2051,15007179000
Start in 2001,,2052,14667999000
Start in 2001,,2053,14333955000
Start in 2001,,2054,14005111000
Start in 2001,,2055,13681521000
Start in 2001,,2056,13363225000
Start in 2001,,2057,13050257000
Start in 2001,,2058,12742645000
Start in 2001,,2059,12440397000
Start in 2001,,2060,12143526000
Start in 2001,,2061,11852029000
Start in 2001,,2062,11565902000
Start in 2001,,2063,11285129000
Start in 2001,,2064,11009695000
Start in 2001,,2065,10739573000
Start in 2001,,2066,10474735000
Start in 2001,,2067,10215144000
Start in 2001,,2068,9960764000
Start in 2001,,2069,9711557000
Start in 2001,,2070,9467469000
Start in 2001,,2071,9228457000
Start in 2001,,2072,8994466000
Start in 2001,,2073,8765443000
Start in 2001,,2074,8541330400
Start in 2001,,2075,8322067500
Start in 2001,,2076,8107593700
Start in 2001,,2077,7897847300
Start in 2001,,2078,7692761000
Start in 2001,,2079,7492270000
Start in 2001,,2080,7296307000
Start in 2001,,2081,7104803300
Start in 2001,,2082,6917689000
Start in 2001,,2083,6734896000
Start in 2001,,2084,6556352000
Start in 2001,,2085,6381987300
Start in 2001,,2086,6211729000
Start in 2001,,2087,6045507000
Start in 2001,,2088,5883248600
Start in 2001,,2089,5724884000
Start in 2001,,2090,5570340400
Start in 2001,,2091,5419546000
Start in 2001,,2092,5272430000
Start in 2001,,2093,5128921000
Start in 2001,,2094,4988950000
Start in 2001,,2095,4852445000
Start in 2001,,2096,4719339000
Start in 2001,,2097,4589561000
Start in 2001,,2098,4463043000
Start in 2001,,2099,4339717600
Start in 2001,,2100,4219518200
Start in 2002,,2002,31271594000
Start in 2002,,2003,31513438000
Start in 2002,,2004,31688395000
Start in 2002,,2005,31801324000
Start in 2002,,2006,31856818000
Start in 2002,,2007,31859202000
Start in 2002,,2008,31812550000
Start in 2002,,2009,31720700000
Start in 2002,,2010,31587260000
Start in 2002,,2011,31415634000
Start in 2002,,2012,31209011000
Start in 2002,,2013,30970400000
Start in 2002,,2014,30702619000
Start in 2002,,2015,30408320000
Start in 2002,,2016,30089990000
Start in 2002,,2017,29749963000
Start in 2002,,2018,29390428000
Start in 2002,,2019,29013432000
Start in 2002,,2020,28620892000
Start in 2002,,2021,28214608000
Start in 2002,,2022,27796253000
Start in 2002,,2023,27367401000
Start in 2002,,2024,26929512000
Start in 2002,,2025,26483954000
Start in 2002,,2026,26031995000
Start in 2002,,2027,25574822000
Start in 2002,,2028,25113537000
Start in 2002,,2029,24649160000
Start in 2002,,2030,24182647000
Start in 2002,,2031,23714871000
Start in 2002,,2032,23246647000
Start in 2002,,2033,22778730000
Start in 2002,,2034,22311813000
Start in 2002,,2035,21846534000
Start in 2002,,2036,21383481000
Start in 2002,,2037,20923197000
Start in 2002,,2038,20466170000
Start in 2002,,2039,20012851000
Start in 2002,,2040,19563653000
Start in 2002,,2041,19118946000
Start in 2002,,2042,18679070000
Start in 2002,,2043,18244327000
Start in 2002,,2044,17814989000
Start in 2002,,2045,17391300000
Start in 2002,,2046,16973477000
Start in 2002,,2047,16561708000
Start in 2002,,2048,16156160000
Start in 2002,,2049,15756978000
Start in 2002,,2050,15364285000
Start in 2002,,2051,14978184000
Start in 2002,,2052,14598765000
Start in 2002,,2053,14226091000
Start in 2002,,2054,13860219000
Start in 2002,,2055,13501186000
Start in 2002,,2056,13149019000
Start in 2002,,2057,12803730000
Start in 2002,,2058,12465320000
Start in 2002,,2059,12133782000
Start in 2002,,2060,11809092000
Start in 2002,,2061,11491227000
Start in 2002,,2062,11180147000
Start in 2002,,2063,10875810000
Start in 2002,,2064,10578164000
Start in 2002,,2065,10287152000
Start in 2002,,2066,10002712000
Start in 2002,,2067,9724772000
Start in 2002,,2068,9453262000
Start in 2002,,2069,9188104000
Start in 2002,,2070,8929219000
Start in 2002,,2071,8676517000
Start in 2002,,2072,8429916000
Start in 2002,,2073,8189323300
Start in 2002,,2074,7954646000
Start in 2002,,2075,7725791000
Start in 2002,,2076,7502661000
Start in 2002,,2077,7285160000
Start in 2002,,2078,7073188000
Start in 2002,,2079,6866646000
Start in 2002,,2080,6665434600
Start in 2002,,2081,6469452000
Start in 2002,,2082,6278597000
Start in 2002,,2083,6092769300
Start in 2002,,2084,5911867400
Start in 2002,,2085,5735791000
Start in 2002,,2086,5564438000
Start in 2002,,2087,5397711000
Start in 2002,,2088,5235507700
Start in 2002,,2089,5077733000
Start in 2002,,2090,4924285000
Start in 2002,,2091,4775069000
Start in 2002,,2092,4629988400
Start in 2002,,2093,4488947700
Start in 2002,,2094,4351853000
Start in 2002,,2095,4218613200
Start in 2002,,2096,4089134300
Start in 2002,,2097,3963327000
Start in 2002,,2098,3841101800
Start in 2002,,2099,3722372000
Start in 2002,,2100,3607051000
Start in 2003,,2003,32735703000
Start in 2003,,2004,33541554000
Start in 2003,,2005,34195622000
Start in 2003,,2006,34710570000
Start in 2003,,2007,35098200000
Start in 2003,,2008,35369510000
Start in 2003,,2009,35534725000
Start in 2003,,2010,35603374000
Start in 2003,,2011,35584307000
Start in 2003,,2012,35485750000
Start in 2003,,2013,35315343000
Start in 2003,,2014,35080176000
Start in 2003,,2015,34786840000
Start in 2003,,2016,34441417000
Start in 2003,,2017,34049565000
Start in 2003,,2018,33616505000
Start in 2003,,2019,33147073000
Start in 2003,,2020,32645732000
Start in 2003,,2021,32116607000
Start in 2003,,2022,31563500000
Start in 2003,,2023,30989908000
Start in 2003,,2024,30399054000
Start in 2003,,2025,29793896000
Start in 2003,,2026,29177154000
Start in 2003,,2027,28551311000
Start in 2003,,2028,27918653000
Start in 2003,,2029,27281256000
Start in 2003,,2030,26641019000
Start in 2003,,2031,25999670000
Start in 2003,,2032,25358776000
Start in 2003,,2033,24719761000
Start in 2003,,2034,24083905000
Start in 2003,,2035,23452367000
Start in 2003,,2036,22826187000
Start in 2003,,2037,22206298000
Start in 2003,,2038,21593524000
Start in 2003,,2039,20988604000
Start in 2003,,2040,20392184000
Start in 2003,,2041,19804834000
Start in 2003,,2042,19227052000
Start in 2003,,2043,18659262000
Start in 2003,,2044,18101830000
Start in 2003,,2045,17555059000
Start in 2003,,2046,17019211000
Start in 2003,,2047,16494482000
Start in 2003,,2048,15981039000
Start in 2003,,2049,15478998000
Start in 2003,,2050,14988446000
Start in 2003,,2051,14509426000
Start in 2003,,2052,14041960000
Start in 2003,,2053,13586038000
Start in 2003,,2054,13141622000
Start in 2003,,2055,12708655000
Start in 2003,,2056,12287057000
Start in 2003,,2057,11876730000
Start in 2003,,2058,11477561000
Start in 2003,,2059,11089419000
Start in 2003,,2060,10712162000
Start in 2003,,2061,10345637000
Start in 2003,,2062,9989679000
Start in 2003,,2063,9644115000
Start in 2003,,2064,9308766000
Start in 2003,,2065,8983443000
Start in 2003,,2066,8667954000
Start in 2003,,2067,8362103300
Start in 2003,,2068,8065688000
Start in 2003,,2069,7778507300
Start in 2003,,2070,7500354000
Start in 2003,,2071,7231021000
Start in 2003,,2072,6970301000
Start in 2003,,2073,6717986300
Start in 2003,,2074,6473869000
Start in 2003,,2075,6237741000
Start in 2003,,2076,6009396000
Start in 2003,,2077,5788630000
Start in 2003,,2078,5575241000
Start in 2003,,2079,5369027000
Start in 2003,,2080,5169789000
Start in 2003,,2081,4977333000
Start in 2003,,2082,4791464000
Start in 2003,,2083,4611993000
Start in 2003,,2084,4438733300
Start in 2003,,2085,4271500000
Start in 2003,,2086,4110113000
Start in 2003,,2087,3954397000
Start in 2003,,2088,3804176100
Start in 2003,,2089,3659283000
Start in 2003,,2090,3519550200
Start in 2003,,2091,3384815000
Start in 2003,,2092,3254920000
Start in 2003,,2093,3129710000
Start in 2003,,2094,3009034000
Start in 2003,,2095,2892744200
Start in 2003,,2096,2780695800
Start in 2003,,2097,2672751900
Start in 2003,,2098,2568774000
Start in 2003,,2099,2468630000
Start in 2003,,2100,2372191000
Start in 2004,,2004,33862724000
Start in 2004,,2005,34845737000
Start in 2004,,2006,35638206000
Start in 2004,,2007,36257130000
Start in 2004,,2008,36718250000
Start in 2004,,2009,37036160000
Start in 2004,,2010,37224360000
Start in 2004,,2011,37295354000
Start in 2004,,2012,37260685000
Start in 2004,,2013,37131030000
Start in 2004,,2014,36916250000
Start in 2004,,2015,36625437000
Start in 2004,,2016,36266970000
Start in 2004,,2017,35848585000
Start in 2004,,2018,35377380000
Start in 2004,,2019,34859893000
Start in 2004,,2020,34302128000
Start in 2004,,2021,33709590000
Start in 2004,,2022,33087334000
Start in 2004,,2023,32439976000
Start in 2004,,2024,31771742000
Start in 2004,,2025,31086490000
Start in 2004,,2026,30387732000
Start in 2004,,2027,29678672000
Start in 2004,,2028,28962214000
Start in 2004,,2029,28240990000
Start in 2004,,2030,27517383000
Start in 2004,,2031,26793548000
Start in 2004,,2032,26071417000
Start in 2004,,2033,25352729000
Start in 2004,,2034,24639035000
Start in 2004,,2035,23931724000
Start in 2004,,2036,23232025000
Start in 2004,,2037,22541025000
Start in 2004,,2038,21859676000
Start in 2004,,2039,21188815000
Start in 2004,,2040,20529162000
Start in 2004,,2041,19881337000
Start in 2004,,2042,19245870000
Start in 2004,,2043,18623197000
Start in 2004,,2044,18013686000
Start in 2004,,2045,17417630000
Start in 2004,,2046,16835253000
Start in 2004,,2047,16266723000
Start in 2004,,2048,15712160000
Start in 2004,,2049,15171627000
Start in 2004,,2050,14645149000
Start in 2004,,2051,14132705000
Start in 2004,,2052,13634249000
Start in 2004,,2053,13149694000
Start in 2004,,2054,12678928000
Start in 2004,,2055,12221814000
Start in 2004,,2056,11778193000
Start in 2004,,2057,11347885000
Start in 2004,,2058,10930693000
Start in 2004,,2059,10526408000
Start in 2004,,2060,10134801000
Start in 2004,,2061,9755642000
Start in 2004,,2062,9388683000
Start in 2004,,2063,9033673000
Start in 2004,,2064,8690350000
Start in 2004,,2065,8358455000
Start in 2004,,2066,8037718000
Start in 2004,,2067,7727869000
Start in 2004,,2068,7428637000
Start in 2004,,2069,7139748400
Start in 2004,,2070,6860930000
Start in 2004,,2071,6591910000
Start in 2004,,2072,6332419000
Start in 2004,,2073,6082188300
Start in 2004,,2074,5840949000
Start in 2004,,2075,5608441000
Start in 2004,,2076,5384402000
Start in 2004,,2077,5168576000
Start in 2004,,2078,4960712000
Start in 2004,,2079,4760560000
Start in 2004,,2080,4567877600
Start in 2004,,2081,4382424600
Start in 2004,,2082,4203969000
Start in 2004,,2083,4032279000
Start in 2004,,2084,3867132000
Start in 2004,,2085,3708309000
Start in 2004,,2086,3555595000
Start in 2004,,2087,3408782800
Start in 2004,,2088,3267669000
Start in 2004,,2089,3132056000
Start in 2004,,2090,3001750000
Start in 2004,,2091,2876565000
Start in 2004,,2092,2756318200
Start in 2004,,2093,2640832000
Start in 2004,,2094,2529936100
Start in 2004,,2095,2423463200
Start in 2004,,2096,2321252000
Start in 2004,,2097,2223144000
Start in 2004,,2098,2128990000
Start in 2004,,2099,2038640000
Start in 2004,,2100,1951954000
Start in 2005,,2005,34412600000
Start in 2005,,2006,35371463000
Start in 2005,,2007,36134290000
Start in 2005,,2008,36719055000
Start in 2005,,2009,37142376000
Start in 2005,,2010,37419620000
Start in 2005,,2011,37564970000
Start in 2005,,2012,37591536000
Start in 2005,,2013,37511418000
Start in 2005,,2014,37335757000
Start in 2005,,2015,37074825000
Start in 2005,,2016,36738077000
Start in 2005,,2017,36334207000
Start in 2005,,2018,35871207000
Start in 2005,,2019,35356420000
Start in 2005,,2020,34796560000
Start in 2005,,2021,34197803000
Start in 2005,,2022,33565784000
Start in 2005,,2023,32905662000
Start in 2005,,2024,32222134000
Start in 2005,,2025,31519492000
Start in 2005,,2026,30801637000
Start in 2005,,2027,30072111000
Start in 2005,,2028,29334127000
Start in 2005,,2029,28590594000
Start in 2005,,2030,27844133000
Start in 2005,,2031,27097113000
Start in 2005,,2032,26351655000
Start in 2005,,2033,25609658000
Start in 2005,,2034,24872827000
Start in 2005,,2035,24142666000
Start in 2005,,2036,23420510000
